id,sugar,total_fat,cluster
1305248,0.0,0.0,0
826550,0.0,2.63,0
1216809,8.33,3.12,0
1127876,13.33,0.0,0
2204672,36.67,8.33,1
1665621,26.67,20.0,3
1810117,4.65,4.65,0
1314441,18.18,22.73,2
1857879,3.57,35.71,2
549923,38.1,14.29,1
1355217,1.19,23.81,2
1509553,7.55,10.69,0
1979187,9.52,14.29,0
2065478,4.13,0.0,0
1421705,5.0,1.04,0
1826187,5.48,3.55,0
1508291,0.0,21.43,2
1628774,6.25,18.75,2
1611553,0.0,0.0,0
800361,43.33,36.67,3
1588251,0.0,0.0,0
1926133,21.43,3.57,1
1479656,0.0,32.14,2
519319,45.0,32.5,3
390314,52.63,0.0,1
547139,22.39,10.45,1
1168077,5.13,0.0,0
792323,0.83,0.0,0
1409627,58.33,20.83,3
1359984,46.43,17.86,3
1387542,0.0,33.33,2
2190786,6.75,2.53,0
1507298,4.96,1.06,0
625268,46.67,30.0,3
1175753,0.0,21.43,2
1839121,25.88,16.47,1
1582717,40.62,14.06,1
1510115,6.67,13.33,0
582923,0.0,2.08,0
1709729,1.45,5.51,0
809084,4.44,2.22,0
1066959,5.88,0.0,0
1529957,29.41,17.65,1
1564283,55.0,32.5,3
1714466,5.0,2.5,0
2142706,14.62,0.0,0
1175464,0.0,7.08,0
808515,3.57,1.79,0
2201722,39.29,17.86,3
1124492,0.0,7.14,0
1879707,2.5,0.1,0
424589,10.71,35.71,2
1135169,5.36,32.14,2
842376,5.13,5.13,0
1378085,3.08,0.0,0
493985,10.42,3.33,0
1778864,33.33,0.0,1
1901570,12.22,0.0,0
452639,7.14,0.0,0
517249,3.97,4.76,0
2199108,0.0,25.0,2
1235204,3.57,16.07,0
1740283,2.01,5.37,0
467540,47.06,0.0,1
1893977,2.0,9.0,0
469323,3.57,0.0,0
1884407,3.57,16.07,0
532888,7.5,0.0,0
962229,2.08,1.88,0
2154663,23.26,13.95,1
391353,25.0,12.5,1
1612574,13.01,0.0,0
802165,0.0,32.14,2
1469750,14.84,0.0,0
518566,1.0,3.0,0
2057147,39.29,17.86,3
1238536,44.74,28.95,3
1184145,3.57,0.0,0
2187233,0.77,0.0,0
725624,12.21,14.81,0
1288978,2.1,11.89,0
1836485,42.11,15.79,1
1945839,3.57,2.32,0
2129277,0.0,0.0,0
1894674,20.0,0.0,0
621898,13.33,5.0,0
1069361,6.74,3.93,0
1959181,3.53,0.0,0
1705206,0.0,0.0,0
540253,12.92,0.0,0
1256009,45.0,0.0,1
1410077,0.0,5.81,0
513370,0.0,6.25,0
1561345,2.35,0.0,0
1559977,30.0,30.0,3
1272152,23.33,30.0,3
2163909,2.02,19.19,2
1883336,0.0,1.79,0
1412816,3.33,36.67,2
1591487,57.14,7.14,1
1666354,0.0,21.43,2
1870628,24.71,0.0,1
2091374,24.0,24.0,3
564362,55.0,0.0,1
1184312,2.79,3.98,0
556987,2.04,3.67,0
1540824,50.0,0.0,1
1975438,3.64,1.82,0
833122,38.0,10.0,1
491281,3.57,28.57,2
797447,4.58,1.04,0
1878901,20.0,10.0,1
1203154,32.35,0.0,1
1456802,28.57,5.36,1
418235,34.88,11.63,1
385612,30.77,9.62,1
1953993,2.33,4.65,0
1963688,0.0,21.43,2
1212307,26.19,42.86,3
1688171,36.71,11.39,1
1127729,20.0,43.33,2
1276606,3.33,46.67,2
1742807,24.44,17.78,1
1318928,25.0,5.36,1
2057025,5.26,3.95,0
1175867,3.57,5.36,0
2178422,0.85,0.0,0
1049235,2.44,0.0,0
1711602,0.0,0.44,0
1296460,10.59,0.21,0
2189595,18.87,5.66,0
1770913,2.94,50.0,2
1509650,0.0,3.3,0
1033377,0.0,0.0,0
443836,0.0,32.14,2
2011228,15.22,2.17,0
753424,2.8,31.0,2
1830007,0.0,11.67,0
459207,26.67,36.67,3
719766,38.89,0.0,1
1945093,0.0,6.25,0
1106216,52.63,0.0,1
1723910,8.0,46.0,2
2038465,46.67,1.67,1
2147016,7.94,0.0,0
1292040,6.25,25.0,2
1532200,36.47,14.12,1
1113708,1.84,10.74,0
1463890,0.0,2.44,0
1825378,4.76,0.0,0
1789666,12.5,0.0,0
1814629,8.82,0.0,0
879870,3.57,8.93,0
2043785,0.0,17.86,2
601647,4.35,17.39,2
1740239,10.0,0.0,0
1072837,12.5,12.5,0
1166758,0.0,4.46,0
1247285,0.0,14.29,0
567380,0.0,3.57,0
837400,4.9,1.47,0
1398903,6.25,0.0,0
1120850,1.67,2.92,0
353783,10.88,1.05,0
2122604,28.0,16.0,1
422945,53.85,11.54,1
1192253,0.77,0.0,0
1993216,0.0,33.33,2
605972,1.72,9.2,0
391620,33.33,30.56,3
1399176,13.51,0.0,0
1815949,0.0,21.43,2
399601,3.77,12.26,0
1308582,17.86,32.14,2
1941025,6.67,0.0,0
366999,3.33,20.0,2
2111435,12.96,0.0,0
1892556,3.57,0.0,0
1547076,1.75,2.63,0
1656594,39.13,2.17,1
1677563,0.71,13.57,0
1942443,9.33,0.0,0
470980,0.0,31.58,2
1650399,0.0,50.0,2
1379057,7.06,5.88,0
956121,0.0,0.0,0
2189560,3.33,0.0,0
535758,42.11,15.79,1
1799255,42.31,7.69,1
1702639,0.0,1.18,0
2192723,7.14,16.07,0
1808263,7.65,1.76,0
1773899,46.67,6.67,1
1231758,58.14,30.23,3
352715,0.0,0.59,0
627262,0.0,0.0,0
1979486,3.54,4.42,0
680360,1.69,27.12,2
601249,41.03,30.77,3
1275417,2.86,0.0,0
467461,7.14,0.0,0
1594700,10.65,0.0,0
1379909,7.69,7.69,0
1471651,0.0,16.67,0
1718577,60.98,0.0,1
1552614,14.13,0.0,0
2198884,23.01,2.21,1
648302,57.14,0.0,1
1515212,13.57,0.36,0
1355547,3.57,3.57,0
1028923,2.4,0.0,0
1166269,36.67,16.67,1
1854242,2.48,0.0,0
724124,19.64,21.43,2
1799537,1.76,0.0,0
587522,28.12,18.75,1
2009193,2.26,7.91,0
1180585,4.8,0.4,0
532937,0.0,28.12,2
519209,7.56,0.0,0
2119011,0.8,4.8,0
363871,13.49,0.0,0
604101,0.0,5.0,0
421392,48.65,32.43,3
1548669,0.0,0.88,0
1077649,6.56,0.0,0
2168844,50.0,32.14,3
2115888,39.34,21.31,3
1192883,8.57,0.71,0
2149040,0.88,15.93,0
1609347,3.53,14.13,0
1653659,10.39,0.0,0
525483,12.86,0.0,0
2053539,14.17,0.0,0
2013715,0.0,0.0,0
1699956,9.86,0.56,0
1976041,3.33,36.67,2
1796652,3.57,7.14,0
840494,25.0,25.0,3
596847,0.0,22.35,2
1634022,3.53,9.41,0
1882443,0.0,0.0,0
2205292,45.45,0.0,1
2042913,50.0,0.0,1
897768,3.47,9.03,0
1718635,1.36,15.65,0
351146,1.95,0.0,0
516585,33.33,26.67,3
632090,7.32,9.76,0
1847299,24.73,15.05,1
1551342,1.75,7.02,0
584920,3.85,2.88,0
510244,0.0,1.79,0
2116984,2.35,0.0,0
2167665,0.59,11.76,0
2109115,19.59,13.4,1
1173164,6.38,3.19,0
1722132,2.4,2.4,0
1529182,25.81,16.13,1
828130,3.23,25.81,2
1537118,0.0,22.22,2
486766,3.57,46.43,2
1246321,0.0,21.43,2
1326259,40.0,35.0,3
2188974,9.41,0.88,0
1282326,30.0,30.0,3
2106498,18.18,0.57,0
362929,0.0,0.0,0
1160393,3.18,9.55,0
2082045,41.94,22.58,3
1560546,0.0,0.0,0
1722198,8.45,3.52,0
1184750,13.27,1.33,0
1132921,8.93,3.57,0
1045463,2.48,0.0,0
1150691,37.5,0.5,1
745246,0.0,30.0,2
1048109,21.43,0.0,1
1778026,27.08,18.75,1
1351664,3.57,2.68,0
1832966,7.06,15.29,0
1043331,4.89,3.56,0
2159225,17.86,25.0,2
956315,0.0,0.0,0
469282,30.75,20.5,3
1596426,0.0,0.0,0
467766,3.33,0.0,0
1079429,2.36,12.6,0
1872128,12.08,0.0,0
581843,7.69,2.56,0
1942253,39.29,21.43,3
880416,2.86,10.0,0
946844,5.13,2.56,0
1912133,2.5,0.0,0
1366997,45.83,14.58,1
872780,1.41,9.15,0
2116629,0.42,0.0,0
1331007,0.82,0.41,0
1873417,43.33,20.0,3
1230377,9.32,0.0,0
474235,24.0,24.0,3
621250,1.22,0.0,0
510740,1.18,14.12,0
1150739,29.27,14.63,1
2058767,38.89,0.0,1
606786,0.7,9.15,0
894450,48.75,15.0,3
1701174,7.08,0.0,0
1208631,0.0,12.5,0
878636,31.73,9.62,1
1057305,5.48,28.77,2
2065040,1.41,8.45,0
528140,32.43,6.76,1
479128,3.57,42.86,2
2182218,53.33,26.67,3
1802136,0.0,0.0,0
1539680,0.0,32.14,2
513430,40.0,0.0,1
1509712,20.31,9.38,1
1108202,12.3,0.0,0
565822,8.7,0.97,0
556465,53.57,16.07,3
2018735,13.33,0.0,0
2173167,15.15,21.21,2
497803,2.5,0.0,0
937890,0.0,5.88,0
1301244,3.53,35.34,2
2043828,45.0,35.0,3
2185316,0.0,0.0,0
1211932,60.0,0.0,1
1900089,47.5,6.25,1
1515858,55.0,17.5,3
1996155,1.15,2.3,0
516850,30.0,45.0,3
1422818,33.33,40.0,3
422099,10.0,0.0,0
1733065,0.0,0.0,0
2158822,21.59,10.23,1
725778,15.69,21.57,2
1283490,9.3,3.49,0
1308165,26.67,17.78,1
656788,7.81,1.95,0
730548,0.0,0.0,0
1058869,4.62,20.0,2
2023501,0.0,7.94,0
1498356,0.0,21.43,2
1569948,3.33,50.0,2
1190503,22.99,12.64,1
2112341,3.57,14.29,0
1543876,47.92,4.17,1
902982,26.19,19.05,1
415578,34.29,11.43,1
953459,0.0,1.32,0
470334,3.57,3.57,0
513822,0.0,2.42,0
2146047,1.28,30.77,2
1604230,60.0,6.67,1
1046927,1.39,22.22,2
1178648,3.57,17.86,2
1460871,0.0,12.5,0
1772032,6.67,16.67,0
697940,20.88,10.99,1
1571561,2.35,0.0,0
1614056,40.0,10.0,1
561960,22.45,10.2,1
1130474,36.0,18.0,3
1673069,30.61,20.41,3
1193119,1.67,6.25,0
875542,28.0,16.0,1
1559510,0.0,0.0,0
502799,37.14,0.0,1
1198122,2.22,1.11,0
1568317,41.18,20.59,3
2139444,15.38,23.08,2
425212,6.67,36.67,2
1902742,2.86,28.57,2
1587286,56.67,0.0,1
1041791,3.7,3.7,0
1998146,0.0,15.15,0
792667,0.0,3.33,0
927468,43.33,40.0,3
1352219,42.86,2.68,1
1462927,3.57,14.29,0
1134274,5.88,47.06,2
1295028,5.0,0.0,0
1248626,20.0,20.0,2
2014058,35.71,32.14,3
2159812,18.18,10.61,0
1527740,11.67,0.0,0
1480729,35.71,30.36,3
1611375,2.0,50.0,2
1712749,5.14,0.47,0
2202799,4.29,0.71,0
1475414,42.86,0.0,1
2011782,4.1,4.79,0
1689807,2.35,0.0,0
440975,0.0,26.47,2
512138,40.0,10.0,1
416794,27.5,35.0,3
2061179,0.0,33.33,2
2035301,8.85,0.0,0
2058900,2.35,0.0,0
1249165,0.0,0.42,0
674774,4.76,33.33,2
1840177,0.0,7.14,0
1769249,21.88,9.38,1
1289234,2.2,21.98,2
1659255,0.0,0.0,0
582480,1.41,15.9,0
2016883,0.0,0.0,0
1767010,10.0,3.33,0
684030,0.0,5.0,0
1662962,10.33,0.0,0
510817,0.0,10.0,0
563391,25.0,10.71,1
1767398,3.23,0.0,0
1079693,3.28,0.0,0
1918121,13.25,18.07,2
2012014,3.51,1.75,0
1727120,41.86,4.65,1
2075463,60.0,0.0,1
504804,48.72,5.13,1
1860874,32.14,25.0,3
2043313,46.34,0.0,1
942636,6.67,23.33,2
2162203,14.17,0.0,0
1282722,3.33,0.0,0
1537265,15.19,0.0,0
1241845,33.33,0.0,1
410739,7.14,35.71,2
1913795,17.14,10.0,0
1272804,17.65,15.69,0
1472286,56.41,7.69,1
494608,15.09,15.09,0
824324,22.73,10.23,1
1633285,7.14,1.79,0
497363,6.67,33.33,2
367695,6.32,2.11,0
864328,1.64,22.95,2
496137,0.0,0.0,0
971639,16.67,50.0,2
1348009,2.94,2.94,0
2190141,12.0,3.0,0
1326061,23.7,8.15,1
1925450,27.27,20.45,3
908406,0.0,3.75,0
1828602,43.33,0.0,1
1839028,37.78,2.22,1
414272,13.33,0.0,0
1276329,20.75,0.0,1
1580058,5.0,0.0,0
2061504,0.0,10.0,0
2065161,10.59,11.76,0
404894,14.17,0.0,0
1996921,6.41,0.0,0
1373597,7.14,28.57,2
1145671,29.0,10.0,1
2078565,0.0,32.14,2
1844021,0.42,0.0,0
738602,0.0,0.0,0
1794608,59.52,28.57,3
527947,25.71,20.0,3
680916,0.0,0.0,0
489687,53.85,0.0,1
2203096,3.57,28.57,2
1623572,5.0,1.04,0
557178,0.0,46.67,2
515740,7.14,0.0,0
2041483,13.33,0.0,0
767316,0.0,10.83,0
1669115,28.38,20.27,3
367222,20.0,2.73,0
999227,0.91,7.27,0
1860385,34.29,0.0,1
762312,44.83,24.14,3
1131300,1.53,1.91,0
2058961,0.0,0.59,0
1333408,28.0,18.0,1
1302422,0.0,0.0,0
1813540,2.95,0.0,0
1798981,3.37,6.06,0
478423,1.79,1.79,0
2202134,39.13,26.09,3
575713,5.0,0.0,0
1161504,0.0,0.0,0
2059284,0.0,1.18,0
1799865,16.67,0.0,0
489601,0.77,0.38,0
1222356,9.16,0.76,0
1164039,1.18,6.27,0
1168413,28.75,4.96,1
591499,10.0,6.67,0
543908,55.0,32.5,3
359080,0.0,0.0,0
1485990,3.57,5.36,0
1875453,42.86,35.71,3
491923,2.5,0.62,0
1690130,33.33,10.26,1
1610299,3.12,2.08,0
1151793,0.76,11.36,0
1384425,4.44,7.78,0
1634556,16.67,14.81,0
571256,0.0,0.0,0
1669685,36.11,15.28,1
396240,42.11,13.16,1
696876,30.36,25.0,3
1929358,1.18,0.0,0
1664455,10.64,5.67,0
1716469,43.33,30.0,3
519060,6.56,2.46,0
2094995,25.2,11.38,1
2038195,42.5,32.5,3
2018184,53.33,16.67,3
1956169,20.0,0.0,0
705716,2.56,16.03,0
1137341,0.0,0.0,0
1464094,0.82,0.82,0
1814386,6.98,3.49,0
1568605,12.08,0.0,0
1544003,8.8,1.6,0
1501286,4.62,13.85,0
1780590,28.57,50.0,3
1763425,0.0,0.0,0
1678468,0.0,0.61,0
425942,51.28,0.0,1
1492374,0.0,10.64,0
1769654,57.5,0.0,1
402085,0.77,0.0,0
630386,2.4,4.8,0
600185,3.57,1.79,0
1214886,44.26,13.11,1
1267592,0.0,0.0,0
2075041,39.29,17.86,3
433589,43.33,40.0,3
1625693,9.86,0.0,0
1109426,5.6,2.0,0
1126270,0.0,0.0,0
1297217,8.47,0.0,0
1386482,37.14,0.0,1
1920539,3.57,3.57,0
1611924,41.77,18.99,3
1989120,0.0,33.33,2
1303700,2.5,5.0,0
1731648,2.0,4.0,0
2149523,0.0,0.0,0
1652266,1.54,0.0,0
494121,9.58,0.0,0
1632373,30.0,30.0,3
484769,36.84,24.56,3
1272474,3.57,25.0,2
1679610,3.57,35.71,2
457564,19.23,11.54,1
1801420,4.58,12.98,0
1132863,0.0,26.19,2
601966,4.0,10.0,0
1797875,0.0,0.59,0
652862,10.0,8.33,0
1697493,4.55,29.55,2
1242002,42.5,35.0,3
1618385,4.0,0.0,0
1671158,60.71,0.0,1
1039239,21.43,10.71,1
496846,0.0,0.0,0
2084220,15.0,0.0,0
1501994,5.6,0.8,0
1262878,3.56,0.0,0
1317410,4.71,10.59,0
1961760,0.0,35.71,2
857586,21.05,0.0,1
1179251,2.26,2.26,0
1985762,5.56,0.0,0
1698668,22.5,3.75,1
1348555,0.82,1.22,0
400118,0.0,3.57,0
1126791,0.88,19.47,2
2094235,0.0,0.0,0
1861588,3.12,0.0,0
1090419,40.0,25.0,3
1611167,42.5,35.0,3
1306639,1.06,23.4,2
2168808,1.24,5.39,0
1405981,28.57,28.57,3
1002667,30.0,26.67,3
1203511,3.33,0.0,0
1998304,4.58,3.33,0
1611138,5.0,1.04,0
528327,25.81,9.68,1
1427773,7.69,0.0,0
1200250,3.33,0.0,0
1304899,0.0,0.89,0
1277493,29.52,11.43,1
1456894,20.0,2.0,0
2131608,4.71,49.41,2
1121095,45.45,31.82,3
1142232,5.33,5.33,0
1237488,33.33,14.58,1
1379818,50.0,0.0,1
2150718,14.17,1.04,0
1207390,50.0,0.0,1
1370605,21.24,26.55,2
1535347,13.33,0.0,0
1154598,0.0,0.88,0
2112528,51.61,22.58,3
2131287,35.71,17.86,3
1346059,0.0,0.0,0
1682317,4.17,27.08,2
2178982,7.14,28.57,2
770536,5.4,11.0,0
510201,0.83,2.9,0
1615597,0.0,28.57,2
1770916,0.0,36.67,2
1384483,0.0,39.29,2
2192780,50.0,22.22,3
727956,0.0,8.33,0
419488,47.5,0.0,1
1434895,60.0,0.0,1
597728,32.5,32.5,3
1801474,2.53,13.13,0
2158766,8.0,46.0,2
1471627,2.4,4.0,0
1609710,1.79,12.5,0
574187,33.33,36.67,3
1469575,0.0,12.5,0
2130187,0.0,37.65,2
1945112,2.48,0.0,0
1600283,20.0,16.0,1
1910061,1.54,0.77,0
2056241,3.57,21.43,2
1809597,21.05,3.29,1
2186855,2.56,14.87,0
502194,2.34,11.72,0
2068940,12.21,11.63,0
480929,7.02,14.04,0
1846352,33.81,0.0,1
2101167,0.0,30.43,2
1784398,15.0,30.0,2
600086,0.0,0.16,0
1564535,35.14,13.51,1
1658325,3.33,23.33,2
1764428,6.96,4.35,0
1614906,9.73,0.0,0
1811819,6.0,1.33,0
468864,5.0,3.0,0
2134133,2.35,0.0,0
2011088,7.14,3.57,0
2070386,20.45,5.68,1
2081801,3.03,13.64,0
2027605,0.0,0.0,0
575741,29.27,10.98,1
2155592,15.15,45.45,2
540052,8.04,0.0,0
1853786,3.57,50.0,2
657448,0.0,0.0,0
452202,0.0,0.0,0
1936900,50.0,20.0,3
1164432,28.57,14.29,1
1789217,4.0,0.0,0
1203849,4.65,48.84,2
1762161,19.3,40.35,2
1346331,0.0,22.5,2
1617624,3.97,0.0,0
2041929,3.57,50.0,2
1569207,56.82,0.0,1
739072,18.1,1.9,0
2169453,0.0,1.79,0
2087784,5.92,0.0,0
1108244,30.0,0.0,1
1262604,1.06,3.53,0
1556550,3.17,0.0,0
1305595,16.0,16.0,0
2152357,22.68,23.71,3
1254705,2.75,1.83,0
1823669,5.19,2.6,0
1882733,2.0,1.0,0
424415,35.09,15.79,1
1165931,0.0,2.21,0
437042,0.0,7.69,0
360351,10.0,14.55,0
1146431,0.0,6.25,0
2118042,0.85,0.0,0
1366845,41.67,41.67,3
1968595,37.5,37.5,3
1242275,37.5,31.25,3
1879973,15.38,5.77,0
1980861,0.0,32.14,2
367022,0.0,0.89,0
1887557,0.0,3.57,0
525704,0.88,1.76,0
1810378,36.36,9.09,1
445039,0.0,0.0,0
1847303,20.69,10.34,1
558722,53.33,0.0,1
1917617,17.86,50.0,2
434958,0.0,30.95,2
1670126,0.0,7.95,0
1122847,3.45,0.0,0
481855,52.5,7.5,1
2070019,3.57,1.79,0
966347,3.12,3.12,0
527297,21.88,9.38,1
1908933,4.58,0.0,0
852596,48.44,25.0,3
1707373,60.0,32.0,3
1999258,0.0,32.14,2
2068886,5.56,11.81,0
1993034,2.35,0.0,0
610560,10.71,25.0,2
497463,9.17,1.67,0
474064,46.0,30.0,3
1156197,3.28,0.0,0
2086094,13.33,6.67,0
2112774,6.67,3.33,0
2030413,0.0,1.43,0
1736973,38.89,50.0,3
1603313,6.32,0.79,0
1575307,0.0,0.0,0
1627153,1.25,3.75,0
1131015,4.65,2.33,0
1195061,0.0,0.0,0
1674606,52.94,17.65,3
1926837,0.0,35.71,2
1866484,47.37,0.0,1
2119277,14.58,0.0,0
1340733,0.0,40.0,2
2179909,2.19,13.87,0
2164923,4.23,6.34,0
1415495,2.08,22.92,2
1591856,0.0,0.0,0
1736419,3.57,32.14,2
636986,3.57,21.43,2
2069821,2.63,7.89,0
1883069,1.1,0.67,0
494021,5.0,3.75,0
917366,7.07,28.27,2
1793544,2.61,20.0,2
1846181,2.38,21.43,2
1678334,2.38,41.9,2
1911569,17.14,11.43,0
1772459,36.67,23.33,3
366967,2.65,0.44,0
2189386,11.11,3.7,0
2139509,11.67,0.0,0
730390,25.81,11.29,1
1852922,48.46,17.62,3
510988,14.08,1.97,0
2054124,50.0,0.0,1
1798451,8.33,0.0,0
1850116,0.0,32.14,2
2179398,33.33,24.56,3
1888059,3.81,1.43,0
1736587,0.0,0.0,0
2189881,15.62,46.88,2
895660,1.92,9.62,0
1117877,33.33,10.42,1
550440,6.67,0.0,0
1720351,1.54,12.11,0
391990,3.57,28.57,2
2076099,11.11,0.0,0
2190169,10.0,0.0,0
1880898,7.14,25.0,2
1564772,3.57,21.43,2
1237262,35.71,17.86,3
1699688,1.75,22.81,2
1488085,1.54,0.38,0
1935867,50.0,0.0,1
986853,3.21,6.41,0
1310136,3.53,28.27,2
719044,8.0,6.0,0
1514373,0.0,6.25,0
1818840,0.0,1.8,0
1817772,23.86,5.68,1
2098139,55.56,0.0,1
1455591,4.76,0.79,0
1863212,0.0,30.0,2
1717093,49.41,28.24,3
1573981,4.12,3.53,0
1121052,1.96,0.0,0
856072,0.0,1.77,0
1214407,19.15,10.64,1
402235,3.57,28.57,2
1497325,3.57,46.43,2
2123879,7.89,3.95,0
2171161,39.53,23.26,3
1997444,0.0,13.33,0
1898670,55.81,30.23,3
949982,3.33,20.0,2
491491,1.54,9.23,0
511489,0.0,28.27,2
1404388,18.6,30.23,2
1712830,5.0,0.0,0
1035539,3.12,1.56,0
1880385,28.57,25.0,3
1861605,20.0,0.0,0
1768726,20.37,13.89,1
1887432,16.92,10.77,0
1772131,9.7,0.0,0
1692347,25.0,17.5,1
520267,10.4,0.0,0
2178729,0.0,0.0,0
1488555,3.33,20.0,2
1227511,0.0,0.0,0
1129085,0.0,15.38,0
1604263,37.5,32.5,3
1119375,3.33,0.0,0
565474,37.74,1.89,1
432789,14.65,0.0,0
951953,5.41,0.35,0
640194,0.0,11.54,0
699604,10.0,28.0,2
2035299,0.0,0.0,0
1877612,2.67,0.0,0
1778580,0.0,2.68,0
1964291,0.0,0.0,0
657120,25.0,3.57,1
503548,47.5,35.0,3
1874748,0.0,0.0,0
1603966,3.57,28.57,2
741362,12.0,24.0,2
1939268,40.0,20.0,3
1740727,45.0,27.5,3
391901,40.0,0.0,1
1304038,0.0,0.0,0
1729181,24.53,0.0,1
1738355,2.44,6.1,0
1273466,3.57,28.57,2
2118240,8.33,3.33,0
1140932,42.86,10.0,1
1978712,3.23,9.68,0
1697900,0.0,0.89,0
603051,5.0,3.33,0
348364,20.3,1.6,0
618758,0.0,0.0,0
1478932,1.67,0.83,0
777254,2.11,4.93,0
1771388,4.23,0.0,0
1986024,8.93,23.21,2
1947416,10.0,0.0,0
973903,0.0,30.23,2
387162,0.0,0.0,0
1329168,6.0,9.0,0
1969784,38.6,22.81,3
1563782,5.36,1.79,0
2124298,36.11,0.0,1
2066587,3.33,3.33,0
550165,1.45,10.87,0
480784,6.9,5.75,0
2155870,2.5,2.5,0
1292678,56.1,0.0,1
1776180,0.0,35.71,2
538905,2.65,3.98,0
2185602,10.67,0.0,0
1795238,1.79,16.07,0
1367152,3.57,1.79,0
1841662,4.58,2.08,0
1498559,33.33,26.67,3
1383106,4.92,0.0,0
452132,0.0,19.64,2
1905148,3.57,1.79,0
1972522,13.28,0.0,0
658020,2.48,0.0,0
1793797,21.74,36.96,2
514470,0.0,0.0,0
361089,19.54,12.64,1
528571,6.98,3.49,0
1044989,58.62,5.17,1
1018743,11.2,1.66,0
1867552,51.61,35.48,3
1974600,15.79,21.05,2
1216110,0.0,21.43,2
1242441,60.71,0.0,1
1997760,55.0,0.0,1
1559777,1.18,0.0,0
1964812,1.92,12.18,0
985401,21.43,3.57,1
2163267,14.63,21.95,2
1787549,14.93,0.0,0
495761,25.81,9.68,1
2165248,5.56,11.11,0
2184480,39.29,25.0,3
1508155,43.24,0.0,1
1513055,0.84,0.0,0
500662,8.75,0.0,0
807593,0.0,17.86,2
1238149,23.33,15.0,1
1124951,10.71,16.07,0
656632,50.0,0.0,1
1712668,32.5,25.0,3
1708233,8.0,14.0,0
1848164,3.0,0.0,0
659344,22.97,12.16,1
504537,6.0,0.0,0
1950683,11.33,0.0,0
1556874,1.18,4.71,0
369482,14.98,1.1,0
1942345,0.0,12.58,0
2153450,7.08,0.0,0
1900686,3.57,50.0,2
1458746,4.44,6.1,0
474769,25.0,21.43,3
1909883,20.0,20.0,2
535864,0.0,28.57,2
2124698,23.17,15.85,1
2145244,1.69,12.71,0
1232927,0.0,27.91,2
2063029,5.0,1.04,0
478571,14.13,2.72,0
1549743,0.0,0.0,0
586686,0.7,4.93,0
1806282,12.39,0.0,0
1337213,0.0,0.0,0
1300850,3.33,40.0,2
1319495,3.33,30.0,2
2012437,3.57,1.79,0
1310656,26.67,33.33,3
2191620,1.59,11.11,0
757050,34.5,10.2,1
1779707,60.0,0.0,1
1634554,0.0,34.78,2
1970036,40.0,0.0,1
2031676,17.86,3.57,0
1672577,3.51,8.77,0
1573498,7.14,8.93,0
1788818,26.67,0.0,1
1565767,0.0,0.0,0
1708017,0.0,0.0,0
1722416,6.0,6.0,0
1649414,3.57,32.14,2
733718,0.0,30.77,2
2188883,20.0,20.0,2
1306853,12.73,12.73,0
1933402,0.0,21.18,2
1155951,12.5,25.0,2
1598731,3.28,0.0,0
1722980,7.14,39.29,2
437969,1.18,2.35,0
1422511,11.76,6.86,0
1143094,0.0,0.0,0
574790,3.77,1.89,0
1624670,41.67,22.22,3
1282893,25.93,14.81,1
512590,26.32,18.42,1
1584202,0.0,0.0,0
1793787,34.38,28.12,3
456130,5.0,3.33,0
711078,10.83,0.0,0
859998,8.24,15.29,0
1958270,2.35,5.88,0
1955708,3.33,0.0,0
2193786,3.33,11.67,0
1418906,4.59,10.09,0
773516,49.06,24.53,3
752514,6.0,31.7,2
448576,8.57,0.71,0
1524619,3.57,32.14,2
1966884,4.71,0.0,0
391487,34.48,3.45,1
1259791,5.0,1.04,0
1672729,6.11,0.0,0
2039766,4.58,0.0,0
602022,53.49,27.91,3
529094,2.04,2.04,0
1926347,50.0,18.75,3
2069697,19.4,19.4,2
1876086,55.0,25.0,3
1634917,26.88,13.98,1
1660492,3.57,21.43,2
2027652,3.57,28.57,2
2097153,18.09,18.09,2
1434453,3.57,35.71,2
2096308,3.27,6.53,0
365455,20.3,0.0,0
1300526,0.0,28.57,2
1557847,3.17,4.76,0
512967,28.72,23.4,3
1225070,60.0,17.5,3
2042736,3.57,17.86,2
2106882,0.0,0.88,0
1665979,1.43,8.57,0
1984545,4.0,0.0,0
1966304,48.0,16.0,3
1877380,0.0,32.14,2
1491714,12.94,1.47,0
2176924,3.57,32.14,2
738626,13.11,4.1,0
1251805,26.76,19.72,3
482725,50.0,15.0,3
2163653,33.82,6.62,1
1631203,34.62,3.85,1
1125408,17.19,6.25,0
2130215,33.33,18.52,3
1538509,3.57,0.0,0
1644316,10.26,5.13,0
1894382,6.19,0.0,0
1615425,16.13,29.03,2
1464144,0.0,0.0,0
1919444,33.33,6.67,1
1471164,3.57,5.71,0
1191790,3.26,2.54,0
1612992,30.77,9.62,1
958219,29.41,7.35,1
361863,39.29,32.14,3
1277356,34.21,1.32,1
1289093,10.13,0.0,0
1340991,3.28,0.0,0
1595363,5.36,0.0,0
1869500,28.57,16.67,1
779696,4.0,3.6,0
1986798,0.0,39.29,2
1293358,3.33,10.0,0
703662,0.0,35.71,2
2185360,16.67,0.0,0
475750,3.57,50.0,2
1256654,42.11,5.26,1
738840,0.0,0.0,0
1535799,39.29,28.57,3
2060304,1.79,5.36,0
1519663,8.47,0.0,0
1200060,15.0,0.0,0
